absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
39,7.9,40.3%,112,4.1,2.1%,6.1,0.7,1.4%,5.6,3.3,58.2%,31.7%,3.3,1.5,45.7%,18.3%,101,2.0,8.4%,12,3.1,39,1.3,22,12.9%,5.0,17.8,2.7,4.4,12.6,7.7,0.7,1.4,7,1.6,0.5,32.8%,9.2%,Derrick Rose,3.4,23.0,53.2%,81.2%,5.3%,2.9,1.1,36.9%,16.0%,21.8,11-12,43.5%,31.2%,47.3%,0.9,1.4%,芝加哥公牛,35.3,30.5%,32,6.0
81,7.7,38.7%,113,8.3,3.2%,6.9,0.6,1.3%,5.8,3.5,61.1%,29.4%,3.2,1.2,37.4%,16.4%,103,4.8,9.4%,32,3.4,81,1.7,50,13.1%,5.9,19.7,3.1,4.8,13.0,8.8,1.0,1.6,19,2.1,0.9,43.7%,10.5%,Derrick Rose,4.1,23.5,55.0%,85.8%,6.4%,3.9,1.5,39.9%,19.6%,25.0,10-11,44.5%,33.2%,48.5%,1.0,1.5%,芝加哥公牛,37.4,32.2%,62,13.1
82,4.5,12.5%, ,10.7, ,5.5, , , , , , , , , , , ,7.5, , , , ,2.3, , ,2.8,7.1, , , ,5.2, , ,, , , , ,Wilt Chamberlain,18.6,19.1,68.9%,51.0%,19.6%, , , , ,13.2,72-73,72.7%, ,72.6%, , ,洛杉矶湖人,43.2, ,,18.2
77,3.1,20.1%,112,2.7,7.8%,2.7,1.0,3.6%,2.5,1.7,67.2%,31.1%,1.6,0.6,34.9%,20.1%,102,3.3,30.2%,22,1.4,63,1.6,19,13.1%,2.1,8.1,6.4,1.6,10.8,3.7,1.7,0.6,32,1.0,0.4,38.0%,12.6%,Pau Gasol,8.0,18.9,53.9%,75.6%,19.0%,1.4,0.5,36.8%,16.9%,10.1,17-18,45.8%,35.8%,49.2%,0.3,0.7%,圣安东尼奥马刺,23.6,20.4%,45,6.0
72,3.5,17.2%,110,5.1,7.3%,7.5,3.4,5.9%, , , , , , , , ,100,5.6,23.1%, ,3.3,72,3.5, ,11.7%,5.6,21.5,8.4,0.2, ,11.1,2.4,0.0,28, , , , ,Hakeem Olajuwon,10.8,26.0,56.3%,75.6%,15.6%, , , , ,27.8,94-95,51.7%,18.8%,51.7%,1.8,2.4%,休斯顿火箭,39.6,31.7%,44,10.7
80,3.6,16.4%,109,6.4,8.2%,6.8,3.7,5.7%, , , , , , , , ,95,7.9,23.3%, ,3.4,80,3.6, ,12.3%,4.9,21.2,9.1,0.2, ,11.2,2.9,0.1,23, , , , ,Hakeem Olajuwon,11.9,25.3,56.5%,71.6%,16.2%, , , , ,27.3,93-94,52.8%,42.1%,53.0%,1.6,2.0%,休斯顿火箭,41.0,29.8%,57,14.3
75,3.5,22.6%,117,6.3,3.6%,5.0,0.4,1.0%,3.5,2.1,60.7%,30.7%,1.5,0.7,46.8%,12.8%,98,4.3,15.1%,10,2.1,36,2.1,37,13.4%,4.3,11.4,3.6,4.3,13.5,5.3,0.8,1.7,19,0.9,0.4,39.4%,8.3%,Manu Ginobili,4.4,24.1,60.9%,86.0%,9.6%,1.2,0.4,33.7%,10.4%,16.5,06-07,46.4%,39.6%,53.9%,1.5,2.8%,圣安东尼奥马刺,27.5,27.1%,56,10.6
65,3.6,22.2%,117,5.1,2.8%,5.5,0.4,1.0%,3.6,2.1,58.4%,34.8%,1.8,0.8,42.4%,17.6%,98,3.7,12.0%,11,1.9,56,2.4,23,12.8%,4.3,10.3,2.9,3.3,12.0,4.8,0.6,1.3,14,0.7,0.3,43.2%,6.6%,Manu Ginobili,3.5,22.4,59.3%,77.8%,7.5%,0.9,0.3,36.8%,8.5%,15.1,05-06,46.2%,38.2%,52.4%,1.6,3.0%,圣安东尼奥马刺,27.9,25.0%,51,8.8
74,1.0,6.1%,104,0.9,7.3%,2.2,1.1,2.9%, , , , , , , , ,107,2.0,14.2%, ,1.3,74,2.6, ,11.5%,1.6,8.9,3.1,0.0, ,4.2,1.4,0.0,24, , , , ,Kareem Abdul-Jabbar,4.5,12.9,51.1%,73.9%,11.0%, , , , ,10.1,88-89,47.5%,0.0%,47.5%,0.5,1.1%,洛杉矶湖人,22.9,20.1%,50,2.9
80,5.2,25.0%,114,6.8,2.5%,7.0,0.3,0.6%,3.5,2.4,67.6%,19.9%,3.0,1.4,45.6%,16.8%,109,2.8,10.4%,28,2.2,80,1.9,52,9.5%,5.8,17.7,3.2,3.6,12.9,8.1,0.7,1.1,23,4.3,1.9,44.2%,24.3%,DeMar DeRozan,3.9,21.0,55.5%,82.5%,6.5%,3.3,1.3,40.3%,18.6%,23.0,17-18,45.6%,31.0%,48.8%,1.1,1.5%,多伦多猛龙,33.9,29.6%,57,9.6
78,3.7,18.1%,117,9.7,3.2%,5.5,0.1,0.1%,3.5,2.1,60.6%,18.5%,2.0,0.7,36.4%,10.3%,112,1.0,10.7%,27,2.2,78,2.1,25,9.2%,4.8,19.2,3.4,7.1,15.8,8.2,1.0,2.7,28,2.6,1.1,39.8%,13.8%,Ray Allen,4.4,20.9,55.5%,88.3%,6.9%,3.8,1.6,41.5%,20.1%,23.9,04-05,42.8%,37.6%,49.8%,1.1,1.5%,西雅图超音速,39.3,28.0%,50,10.7
56,4.8,23.3%,112,6.5,3.8%,4.8,0.2,0.4%,3.3,2.3,70.1%,18.1%,2.5,0.8,32.9%,13.8%,110,0.4,11.8%,20,2.8,56,2.4,28,12.1%,4.4,18.2,3.9,6.8,15.3,8.0,1.2,2.6,31,2.7,1.0,37.8%,14.6%,Ray Allen,5.1,21.7,56.6%,90.4%,7.8%,3.0,1.2,40.7%,16.4%,23.0,03-04,44.0%,39.2%,51.2%,1.3,1.8%,西雅图超音速,38.4,27.8%,25,6.9
78,6.0,30.3%,106,3.5,2.6%,4.3,0.3,0.7%,5.5,3.1,55.8%,31.3%,2.5,1.3,53.1%,14.1%,109,2.5,8.7%,24,2.8,78,1.2,31,12.5%,3.3,17.6,2.9,0.8,11.0,8.6,0.8,0.2,37,2.6,1.2,48.3%,14.6%,Derrick Rose,3.8,18.6,53.2%,76.6%,5.7%,6.2,2.8,44.3%,35.5%,20.8,09-10,48.9%,26.7%,49.5%,0.7,1.0%,芝加哥公牛,36.8,27.2%,41,6.0
81,6.3,28.8%,108,3.4,3.7%,3.1,0.2,0.4%,5.8,3.4,57.7%,39.2%,1.3,0.6,44.4%,8.9%,113,1.5,8.4%,19,2.5,80,1.5,35,13.3%,2.4,14.9,2.7,0.9,10.4,7.1,1.2,0.2,41,1.9,0.8,40.3%,12.7%,Derrick Rose,3.9,16.0,51.6%,78.8%,6.1%,5.0,2.2,43.6%,33.2%,16.8,08-09,47.5%,22.2%,48.2%,0.8,1.1%,芝加哥公牛,37.0,22.6%,40,4.9
82,4.0,11.2%, ,7.9, ,6.4, , , , , , , , , , , ,7.9, , , , ,2.4, , ,2.7,9.3, , , ,6.0, , ,, , , , ,Wilt Chamberlain,19.2,18.5,61.0%,42.2%,20.1%, , , , ,14.8,71-72,64.9%, ,64.9%, , ,洛杉矶湖人,42.3, ,,15.8
82,4.3,12.7%, ,8.2, ,8.2, , , , , , , , , , , ,4.5, , , , ,2.1, , ,4.4,15.0, , , ,8.1, , ,, , , , ,Wilt Chamberlain,18.2,20.3,55.8%,53.8%,18.4%, , , , ,20.7,70-71,54.5%, ,54.4%, , ,洛杉矶湖人,44.3, ,,12.6
12,4.1,14.5%, ,1.4, ,13.1, , , , , , , , , , , ,1.0, , , , ,2.6, , ,5.8,18.9, , , ,10.8, , ,, , , , ,Wilt Chamberlain,18.4,24.8,55.4%,44.6%, , , , , ,27.3,69-70,56.8%, ,56.6%, , ,洛杉矶湖人,42.1, ,,2.3
64,2.3,14.7%,116,3.3,7.6%,2.9,1.1,3.5%,2.2,1.3,61.4%,23.2%,2.5,1.1,45.2%,26.0%,102,3.1,26.8%,16,1.3,39,1.7,16,10.6%,2.0,9.4,6.2,1.6,12.0,4.7,1.7,0.9,17,1.0,0.4,36.4%,10.9%,Pau Gasol,7.8,20.2,57.8%,70.7%,17.4%,2.1,1.0,48.2%,22.7%,12.4,16-17,50.2%,53.8%,54.8%,0.4,0.8%,圣安东尼奥马刺,25.4,21.3%,47,6.4
72,4.1,21.7%,107,3.2,7.3%,4.0,2.0,4.7%,3.4,1.9,56.6%,24.5%,2.7,1.2,43.5%,19.2%,101,3.9,28.7%,24,2.3,72,2.1,27,12.8%,3.2,13.8,8.9,1.0,11.1,6.5,2.2,0.3,36,2.3,1.0,45.2%,16.7%,Pau Gasol,11.0,21.7,52.9%,79.2%,18.2%,4.5,2.0,45.2%,32.7%,16.5,15-16,46.9%,34.8%,48.1%,0.6,0.9%,芝加哥公牛,31.9,24.6%,36,7.1
82,3.5,15.8%,114,7.9,10.5%,7.0,4.2,6.5%, , , , , , , , ,96,8.0,25.9%, ,3.2,82,3.7, ,12.4%,5.4,19.5,9.6,0.1, ,10.3,3.5,0.0,27, , , , ,Hakeem Olajuwon,13.0,27.3,57.7%,77.9%,18.7%, , , , ,26.1,92-93,52.9%,0.0%,52.9%,1.8,2.4%,休斯顿火箭,39.5,28.8%,55,15.8
70,2.2,9.9%,110,4.2,10.7%,6.1,4.3,6.8%, , , , , , , , ,99,5.6,24.7%, ,2.7,69,3.8, ,12.0%,4.7,16.8,8.6,0.0, ,8.4,3.5,0.0,30, , , , ,Hakeem Olajuwon,12.1,23.7,55.3%,76.6%,17.8%, , , , ,21.6,91-92,50.2%,0.0%,50.2%,1.8,2.4%,休斯顿火箭,37.7,25.6%,40,9.8
74,3.9,23.0%,117,6.4,4.0%,6.0,0.4,0.9%,3.9,2.4,61.5%,36.9%,1.7,0.8,45.7%,16.5%,98,4.6,13.6%,22,2.3,74,2.6,37,15.0%,4.8,10.5,3.4,3.5,11.5,5.0,1.0,1.3,21,0.7,0.3,37.0%,6.9%,Manu Ginobili,4.4,22.3,60.9%,80.3%,8.8%,0.7,0.2,27.5%,6.5%,16.0,04-05,47.1%,37.6%,53.3%,1.6,2.9%,圣安东尼奥马刺,29.6,24.3%,53,11.0
77,3.8,22.5%,107,4.0,4.3%,3.9,0.2,0.5%,3.4,1.9,57.3%,33.2%,1.7,0.6,32.8%,17.0%,93,5.1,12.6%,20,2.1,38,2.4,29,14.9%,3.1,10.2,3.4,3.2,12.3,4.3,1.1,1.1,24,0.9,0.3,29.9%,8.5%,Manu Ginobili,4.5,18.5,53.6%,80.2%,8.5%,1.1,0.4,34.6%,10.3%,12.8,03-04,41.8%,35.9%,47.4%,1.8,3.2%,圣安东尼奥马刺,29.4,22.1%,53,9.1
80,1.7,8.4%,109,2.6,6.1%,3.4,1.2,2.2%, , , , , , , , ,107,2.7,16.9%, ,2.0,80,2.7, ,13.5%,2.6,11.3,4.5,0.0, ,6.0,1.5,0.0,20, , , , ,Kareem Abdul-Jabbar,6.0,15.8,57.0%,76.2%,11.7%, , , , ,14.6,87-88,53.2%,0.0%,53.2%,0.6,1.0%,洛杉矶湖人,28.9,21.4%,60,5.3
78,2.6,11.6%,114,4.5,7.4%,4.4,1.2,2.2%, , , , , , , , ,107,3.0,15.8%, ,2.4,78,3.1, ,14.0%,3.1,12.7,4.8,0.0, ,7.2,1.9,0.0,15, , , , ,Kareem Abdul-Jabbar,6.7,17.9,59.7%,71.4%,11.9%, , , , ,17.5,86-87,56.4%,33.3%,56.4%,0.6,0.9%,洛杉矶湖人,31.3,22.1%,63,7.5
74,3.9,20.6%,113,6.7,3.0%,8.7,0.2,0.4%,3.3,2.2,66.8%,15.8%,4.5,2.2,48.2%,21.6%,110,2.4,13.6%,28,2.4,74,1.8,46,9.0%,7.4,20.9,4.3,1.7,12.6,9.7,0.9,0.4,27,4.9,2.4,49.3%,23.6%,DeMar DeRozan,5.2,24.0,55.2%,84.2%,8.3%,6.5,2.5,38.4%,31.0%,27.3,16-17,46.7%,26.6%,47.7%,1.1,1.5%,多伦多猛龙,35.4,34.3%,47,9.0
78,4.0,20.8%,113,7.5,2.7%,8.4,0.3,0.6%,4.0,2.5,63.0%,22.6%,3.8,1.6,43.3%,21.3%,108,2.4,11.5%,36,2.2,78,2.1,51,9.5%,7.1,17.7,3.7,1.8,11.2,7.9,0.8,0.6,25,3.8,1.6,41.5%,21.4%,DeMar DeRozan,4.5,21.5,55.0%,85.0%,7.1%,4.4,1.6,35.9%,24.7%,23.5,15-16,44.6%,33.8%,46.3%,1.0,1.5%,多伦多猛龙,35.9,29.8%,53,9.9
76,4.4,21.6%,111,7.6,3.8%,4.5,0.2,0.4%,3.0,1.8,61.3%,16.5%,2.3,0.8,37.0%,12.7%,108,1.5,11.8%,25,2.6,75,2.9,16,11.6%,4.2,17.9,3.8,7.0,15.7,7.9,1.2,2.6,34,3.3,1.6,49.2%,18.5%,Ray Allen,5.0,21.3,56.5%,91.6%,7.8%,2.4,0.9,39.4%,13.2%,22.5,02-03,43.9%,37.7%,51.2%,1.4,1.9%,总计,37.9,27.8%,42,9.1
29,5.9,17.5%,109,3.8,3.1%,5.2,0.1,0.5%,2.8,1.7,61.2%,16.1%,2.1,0.6,30.3%,12.3%,110,0.5,12.1%,14,2.8,29,2.4,8,11.6%,4.8,19.3,3.9,7.7,15.8,8.5,1.7,2.7,12,3.5,1.6,47.5%,20.2%,Ray Allen,5.6,19.9,56.4%,92.0%,7.6%,2.2,0.9,41.2%,12.7%,24.5,02-03,44.1%,35.1%,51.4%,1.6,1.8%,西雅图超音速,41.3,27.8%,17,4.3
47,3.5,27.3%,114,3.8,4.7%,4.1,0.2,0.2%,3.3,2.0,61.5%,17.1%,2.5,1.2,45.9%,13.2%,105,1.0,11.4%,11,2.5,46,3.2,8,11.5%,3.8,17.1,3.7,6.6,15.5,7.5,1.0,2.6,22,3.1,1.6,52.2%,16.1%,Ray Allen,4.6,23.3,56.7%,91.3%,8.0%,2.7,1.0,37.2%,13.9%,21.3,02-03,43.7%,39.5%,51.1%,1.2,2.1%,密尔沃基雄鹿,35.8,27.7%,25,4.8
42,3.9,19.1%,107,2.1,5.0%,5.4,0.5,1.1%,3.0,2.1,68.8%,32.0%,0.8,0.3,42.4%,8.3%,98,2.2,25.6%,7,2.5,42,2.8,27,17.1%,4.0,9.5,7.3,0.0,10.4,4.6,1.5,0.0,9,2.1,0.9,41.4%,21.8%,Karl Malone,8.7,17.8,55.5%,74.7%,15.1%,3.6,1.3,36.4%,37.8%,13.2,03-04,48.3%,0.0%,48.2%,1.2,1.9%,洛杉矶湖人,32.7,19.7%,33,4.3
81,4.5,13.8%, ,9.4, ,10.6, , , , , , , , , , , ,5.3, , , , ,1.8, , ,4.7,13.6, , , ,7.9, , ,, , , , ,Wilt Chamberlain,21.1,21.9,56.4%,44.6%, , , , , ,20.5,68-69,58.3%, ,58.3%, , ,洛杉矶湖人,45.3, ,,14.7
82,8.6,23.2%, ,9.7, ,11.4, , , , , , , , , , , ,10.7, , , , ,2.0, , ,4.3,16.8, , , ,10.0, , ,, , , , ,Wilt Chamberlain,23.8,24.7,55.7%,38.0%, , , , , ,24.3,67-68,59.5%, ,59.4%, , ,费城76人,46.8, ,,20.4
78,2.7,14.4%,112,6.0,9.2%,4.7,1.9,4.0%,4.6,2.8,61.3%,31.1%,3.7,1.6,43.8%,25.3%,101,4.4,27.6%,54,2.0,78,1.9,33,10.7%,3.8,14.8,9.0,0.3,9.2,7.3,2.8,0.2,30,2.5,1.0,40.3%,16.6%,Pau Gasol,11.8,22.7,55.0%,80.3%,18.6%,3.5,1.7,47.7%,24.0%,18.5,14-15,49.4%,46.2%,50.0%,0.3,0.5%,芝加哥公牛,34.4,24.7%,48,10.4
60,3.4,18.7%,102,1.3,7.0%,4.2,1.5,3.5%,3.7,2.5,67.1%,25.1%,5.0,2.2,43.7%,34.1%,108,1.7,25.9%,41,2.4,60,2.1,30,12.4%,3.1,14.8,7.6,0.2,9.1,7.1,2.1,0.1,39,2.7,1.2,44.7%,18.2%,Pau Gasol,9.7,19.3,52.2%,73.6%,16.4%,3.1,1.1,36.6%,21.0%,17.4,13-14,48.0%,28.6%,48.2%,0.5,0.7%,洛杉矶湖人,31.4,26.4%,21,3.0
56,2.3,10.2%,109,2.9,11.4%,4.9,3.9,6.4%, , , , , , , , ,93,5.7,28.3%, ,3.1,50,3.9, ,13.9%,3.8,17.1,9.8,0.1, ,8.7,3.9,0.0,20, , , , ,Hakeem Olajuwon,13.8,24.3,54.9%,76.9%,19.9%, , , , ,21.2,90-91,50.8%,0.0%,50.8%,2.2,2.9%,休斯顿火箭,36.8,25.0%,36,8.6
82,2.9,12.1%,104,2.5,10.3%,6.5,4.6,7.0%, , , , , , , , ,93,8.7,28.3%, ,3.9,82,3.8, ,14.6%,4.7,19.6,10.4,0.1, ,9.8,3.6,0.0,41, , , , ,Hakeem Olajuwon,14.0,24.1,54.1%,71.3%,19.5%, , , , ,24.3,89-90,50.1%,16.7%,50.1%,2.1,2.6%,休斯顿火箭,38.1,28.1%,41,11.2
69,2.0,15.8%,106,1.8,4.0%,2.5,0.2,0.8%,2.0,1.3,64.7%,34.3%,0.9,0.3,29.5%,15.4%,98,2.4,8.8%,17,1.4,5,2.5,15,17.5%,1.8,5.8,1.7,2.1,12.6,2.5,0.7,0.7,19,0.4,0.1,37.0%,6.8%,Manu Ginobili,2.3,14.7,55.6%,73.7%,6.5%,0.4,0.1,28.0%,6.3%,7.6,02-03,43.8%,34.5%,50.3%,1.4,3.6%,圣安东尼奥马刺,20.7,18.5%,50,4.2
79,3.5,15.7%,118,7.6,6.0%,5.6,1.6,2.7%, , , , , , , , ,106,3.2,14.2%, ,2.6,79,3.1, ,11.7%,4.3,16.9,4.4,0.0, ,9.6,1.7,0.0,18, , , , ,Kareem Abdul-Jabbar,6.1,22.7,60.3%,76.5%,10.3%, , , , ,23.4,85-86,56.4%,0.0%,56.4%,0.8,1.2%,洛杉矶湖人,33.3,26.6%,61,10.8
79,3.2,13.1%,120,7.6,7.7%,5.0,2.1,3.3%, , , , , , , , ,105,3.6,18.2%, ,2.5,79,3.0, ,12.5%,3.7,15.3,5.8,0.0, ,9.2,2.1,0.0, , , , , ,Kareem Abdul-Jabbar,7.9,22.9,62.8%,73.2%,13.5%, , , , ,22.0,84-85,59.9%,0.0%,59.9%,0.8,1.1%,洛杉矶湖人,33.3,24.3%, ,11.2
15,5.7,40.3%,100,0.1,1.4%,1.6,0.1,0.5%,0.7,0.3,45.5%,11.7%,0.5,0.3,50.0%,8.5%,114,0.0,8.5%,0,2.1,10,1.2,1,22.9%,1.5,6.3,1.7,1.6,15.7,2.4,0.3,0.5,11,2.1,0.8,38.7%,33.0%,Steve Nash,1.9,12.2,48.8%,91.7%,4.9%,1.3,0.5,35.0%,21.3%,6.8,13-14,38.3%,33.3%,42.6%,0.5,1.1%,洛杉矶湖人,20.9,18.9%,4,0.1
82,2.4,10.8%,127,10.6,9.3%,4.9,1.4,3.5%,4.9,3.5,72.3%,34.1%,3.5,1.7,47.6%,24.6%,107,3.4,30.9%,96,1.9,82,3.5,48,10.5%,4.2,14.3,9.4,3.5,10.3,7.8,2.9,1.5,35,1.3,0.6,44.2%,8.9%,Karl-Anthony Towns,12.3,24.9,64.6%,85.8%,20.0%,1.1,0.6,50.0%,8.0%,21.3,17-18,54.5%,42.1%,59.6%,0.8,1.1%,明尼苏达森林狼,35.6,22.9%,47,14.0
75,4.8,23.7%,116,8.3,6.7%,8.5,1.4,3.3%,8.5,6.4,75.6%,45.4%,3.2,1.1,35.5%,17.3%,106,3.6,25.3%,161,3.0,75,3.1,77,11.7%,6.5,18.7,8.0,1.9,8.4,9.9,2.1,0.6,36,2.1,0.7,35.0%,11.4%,Giannis Antetokounmpo,10.0,27.3,59.8%,76.0%,16.0%,3.0,1.0,33.9%,16.0%,26.9,17-18,52.9%,30.7%,54.5%,1.5,2.0%,密尔沃基雄鹿,36.8,31.2%,39,11.9
60,3.5,17.0%,104,2.6,2.3%,7.2,0.2,0.4%,3.2,2.1,64.4%,19.3%,2.5,1.0,39.3%,15.2%,109,1.4,12.9%,29,2.3,60,2.0,31,10.4%,6.0,16.5,3.9,1.5,12.8,6.8,0.7,0.4,23,3.8,1.4,37.2%,22.8%,DeMar DeRozan,4.6,17.4,51.0%,83.2%,7.6%,5.6,2.0,35.2%,33.8%,20.1,14-15,41.3%,28.4%,42.6%,1.2,1.8%,多伦多猛龙,35.0,28.4%,37,4.0
79,4.0,18.9%,110,5.8,2.0%,8.0,0.4,0.7%,2.7,1.9,71.2%,15.3%,2.7,1.1,39.2%,15.4%,107,3.0,11.3%,38,2.2,79,2.5,50,9.5%,6.6,17.8,3.7,2.7,14.2,7.6,0.6,0.8,34,3.2,1.3,39.5%,18.2%,DeMar DeRozan,4.3,18.4,53.2%,82.4%,6.6%,6.4,2.5,39.5%,36.2%,22.7,13-14,42.9%,30.5%,45.2%,1.1,1.5%,多伦多猛龙,38.2,28.0%,45,8.8
69,3.9,19.4%,116,7.6,3.9%,3.6,0.3,0.5%,2.8,1.5,54.7%,16.7%,1.5,0.7,46.1%,8.9%,109,1.3,10.1%,27,2.3,68,2.3,17,11.2%,3.1,16.6,3.3,7.7,16.9,7.7,1.2,3.3,34,2.9,1.3,45.5%,17.6%,Ray Allen,4.5,21.6,59.8%,87.3%,7.1%,1.8,0.8,46.0%,10.8%,21.8,01-02,46.2%,43.4%,56.1%,1.3,1.9%,密尔沃基雄鹿,36.6,26.2%,35,8.9
82,4.6,20.4%,119,11.5,3.7%,4.8,0.2,0.5%,3.8,2.5,65.9%,23.5%,1.4,0.6,42.9%,8.6%,106,2.2,11.8%,31,2.5,82,2.3,38,12.1%,4.2,16.0,4.0,5.7,14.7,7.7,1.2,2.5,30,2.9,1.2,41.8%,18.3%,Ray Allen,5.2,22.9,61.0%,88.8%,7.8%,2.2,0.9,41.0%,14.0%,22.0,00-01,48.0%,43.3%,55.7%,1.5,2.1%,密尔沃基雄鹿,38.2,24.4%,52,13.7
82,3.8,17.0%,115,9.0,3.2%,4.9,0.2,0.5%, , , , , , , , ,110,1.0,10.5%, ,2.2,82,2.3, ,10.3%,4.3,17.2,3.4,5.0, ,7.8,1.0,2.1,40, , , , ,Ray Allen,4.4,20.6,57.0%,88.7%,6.8%, , , , ,22.1,99-00,45.5%,42.3%,51.6%,1.3,1.9%,密尔沃基雄鹿,37.4,25.6%,42,10.1
81,4.7,24.4%,109,6.9,4.8%,7.7,0.4,0.8%,4.0,2.6,66.4%,24.9%,1.9,0.8,41.1%,11.7%,100,4.3,20.5%,20,2.6,81,2.5,50,11.8%,5.9,15.9,6.4,0.2,11.6,7.3,1.4,0.0,34,3.1,1.1,36.5%,19.6%,Karl Malone,7.8,21.7,53.4%,76.3%,13.0%,6.8,2.8,40.8%,42.7%,20.6,02-03,46.2%,21.4%,46.3%,1.7,2.5%,犹他爵士,36.2,27.8%,47,11.1
80,4.3,21.8%,107,5.5,5.6%,8.0,0.7,1.5%,4.8,2.9,60.0%,27.2%,1.9,0.8,41.9%,10.6%,101,4.3,21.7%,28,3.3,80,2.9,43,13.5%,6.4,17.5,6.8,0.3,11.5,7.9,1.8,0.1,37,3.7,1.4,38.5%,21.4%,Karl Malone,8.6,21.1,53.2%,79.7%,13.6%,6.8,2.8,40.4%,39.1%,22.4,01-02,45.4%,36.0%,45.7%,1.9,2.7%,犹他爵士,38.0,28.8%,43,9.8
81,4.5,24.1%,112,9.1,5.0%,8.3,0.8,1.7%,5.4,3.6,67.4%,32.6%,1.9,0.7,37.3%,11.4%,100,4.0,23.3%,29,3.0,81,2.7,69,12.9%,6.6,16.6,6.9,0.1,10.1,8.3,1.4,0.0,29,3.5,1.4,41.3%,20.9%,Karl Malone,8.3,24.7,57.2%,79.3%,14.3%,5.8,2.5,42.6%,34.7%,23.2,00-01,49.8%,40.0%,49.9%,1.1,1.7%,犹他爵士,35.7,30.0%,52,13.1
81,7.8,21.7%, ,14.8, ,10.8, , , , , , , , , , , ,7.0, , , , ,1.8, , ,4.8,14.2, , , ,9.7, , ,, , , , ,Wilt Chamberlain,24.2,26.5,63.7%,44.1%, , , , , ,24.1,66-67,68.3%, ,68.2%, , ,费城76人,45.5, ,,21.9
79,5.2,16.8%, ,12.9, ,12.4, , , , , , , , , , , ,8.5, , , , ,2.2, , ,6.3,25.2, , , ,13.6, , ,, , , , ,Wilt Chamberlain,24.6,28.3,54.7%,51.3%, , , , , ,33.5,65-66,54.0%, ,53.9%, , ,费城76人,47.3, ,,21.4
73,3.4,13.8%, ,9.6, ,12.1, , , , , , , , , , , ,5.5, , , , ,2.0, , ,5.6,28.5, , , ,14.6, , ,, , , , ,Wilt Chamberlain,22.9,28.6,51.3%,46.4%, , , , , ,34.7,64-65,51.0%, ,51.0%, , ,总计,45.2, ,,15.1
49,4.1,19.9%,107,2.0,7.6%,3.6,1.2,2.7%,3.3,2.2,66.5%,27.8%,3.1,1.2,38.6%,26.4%,106,1.7,20.1%,27,2.1,42,1.9,7,13.7%,2.6,11.8,6.3,0.6,10.2,5.5,2.3,0.2,22,1.7,0.7,42.7%,14.2%,Pau Gasol,8.6,16.7,51.2%,70.2%,14.0%,3.2,1.2,39.4%,26.8%,13.7,12-13,46.6%,28.6%,47.3%,0.5,0.7%,洛杉矶湖人,33.8,20.5%,27,3.7
65,3.6,17.2%,112,5.2,8.8%,4.0,1.4,2.6%,3.9,2.7,68.7%,27.5%,4.0,1.8,44.2%,28.1%,103,3.1,21.8%,74,2.2,65,2.0,22,12.1%,3.1,14.1,7.6,0.4,9.7,7.1,2.8,0.1,24,2.4,1.0,41.2%,16.7%,Pau Gasol,10.4,20.4,54.7%,78.2%,15.6%,3.5,1.6,44.9%,24.8%,17.4,11-12,50.1%,25.9%,50.4%,0.6,0.8%,洛杉矶湖人,37.4,22.1%,41,8.3
82,1.8,8.2%,108,4.6,12.2%,8.0,3.4,5.5%, , , , , , , , ,95,7.8,27.2%, ,3.4,82,4.0, ,13.0%,5.5,19.0,9.4,0.1, ,9.6,4.1,0.0,37, , , , ,Hakeem Olajuwon,13.5,25.2,55.2%,69.6%,19.8%, , , , ,24.8,88-89,50.8%,0.0%,50.8%,2.6,3.3%,休斯顿火箭,36.9,28.2%,45,12.4
79,2.1,9.2%,109,4.4,11.2%,6.9,2.7,4.2%, , , , , , , , ,98,6.3,24.1%, ,3.1,79,4.1, ,13.0%,4.8,17.5,8.3,0.1, ,9.0,3.8,0.0,34, , , , ,Hakeem Olajuwon,12.1,23.4,55.5%,69.5%,17.7%, , , , ,22.8,87-88,51.4%,0.0%,51.4%,2.1,2.7%,休斯顿火箭,35.8,26.5%,45,10.7
80,2.6,11.5%,115,5.9,7.8%,4.9,1.8,2.9%, , , , , , , , ,107,3.1,16.8%, ,2.8,80,2.6, ,13.5%,3.6,15.5,5.2,0.0, ,9.0,2.1,0.0, , , , , ,Kareem Abdul-Jabbar,7.3,21.3,60.8%,72.3%,12.7%, , , , ,21.5,83-84,57.8%,0.0%,57.8%,0.7,1.0%,洛杉矶湖人,32.8,25.1%, ,8.9
